extracted_text,llm_label,bioportal_prefLabel,ontology_uri,ontology,mapping_backend,mapping_error,chunk,start,end,source_pass,context,source_chunk_path
Stereo-seq,SpatialTranscriptomicsTechnique,stereo fundus camera,http://purl.jp/bio/4/id/201606013852084525,IOBC,local,,chunk_005,2703,2713,llm_masked_pass,"ed to the MERFISH+ encoding probes, adaptor probes, and readout probes and the gene panel codebook. Stereo-seq Analysis Workflow STOmics RRID:SCR_025001 STAR http://code.google.com/p/rna-star/ RRID:SCR_004463 E",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Allen Institute for Brain Science,NeuroResource,Carney Institute for Brain Science,http://www.wikidata.org/entity/Q105753097,HHEARVS,local,,chunk_005,3187,3220,llm_masked_pass,TapeStation Laptop Agilent RRID:SCR_019547 Other 50mm x 64mm glass coverslips CellPath SAF-5064-02A Allen Institute for Brain Science http://www.brain-map.org RRID:SCR_006491 BRAIN Initiative Cell Atlas Network BRAIN Initiative Cell,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Brain Image Library (BIL),NeuroResource,brain image,http://purl.jp/bio/4/id/200906078912432918,IOBC,local,,chunk_005,3350,3375,llm_masked_pass,:SCR_006491 BRAIN Initiative Cell Atlas Network BRAIN Initiative Cell Atlas Network RRID:SCR_022794 Brain Image Library (BIL) Brain Image Library (BIL) RRID:SCR_017272 NeMOarchive Neuroscience Multi-omic Archive (NeMO Archive,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Neuroscience Multi-omic Archive (NeMO Archive),NeuroResource,Archive facility identification number:ID:Pt:Cancer.XXX:Nom,http://purl.bioontology.org/ontology/LNC/42106-5,LOINC,local,,chunk_005,3430,3476,llm_masked_pass,ork RRID:SCR_022794 Brain Image Library (BIL) Brain Image Library (BIL) RRID:SCR_017272 NeMOarchive Neuroscience Multi-omic Archive (NeMO Archive) RRID:SCR_016152 Echo Revolution microscope Discover Echo RRID: SCR_027699 MGI DNBSEQ-T7 Genetic Seq,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
DAPI,NuclearStain,DAPI,http://stirdf.jst.go.jp/id/200907027652952300,IOBC,local,,chunk_005,4372,4376,llm_masked_pass,"Preparation of multi-centimeter tissue sections for Stereo-seq and MERFISH+ molecules; 405 nm for DAPI) at 0.4µm step size (25 frames per field of view/channel, total frames=100/field of view). After im",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
nuclei-staining,HistologicalTechnique,mage-ml files,http://www.ebi.ac.uk/efo/swo/SWO_0000268,ERO,local,,chunk_005,4920,4935,llm_masked_pass,"e takes three files as an input: (1) paired-end FASTQ files, (2) mask file and (3) mosaic image of nuclei-staining. The first read in the fastq files contains coordinate ID (CID) -spatial location identifier barcod",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
mRNA,MolecularEntity,mRNA expression variant,http://purl.obolibrary.org/obo/WBPhenotype_0000114,WB-PHENOTYPE,local,,chunk_005,5160,5164,llm_masked_pass,"to each DNA nano ball on the stereo-seq chip, and the Molecular ID (MID) -artificially synthesized mRNAspecific sequence that helps differentiate the number of reads contributed by mRNA expression level",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
STAR aligner,BioinformaticsTool,mask aligner,http://purl.obolibrary.org/obo/ERO_0000851,ERO,local,,chunk_005,5807,5819,llm_masked_pass,ntains the actual sequence of the captured mRNA. These were aligned to a reference genome using the STAR aligner. The reference genome ‫ܥ‬: is the number of cells in sample i that does not belong to a cell type o,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
striosome borders,BrainCompartmentBoundary,D2 Striosome MSN,http://purl.obolibrary.org/obo/CL_4030049,HRA,local,,chunk_005,6329,6346,llm_masked_pass,"ion test, as described above. Cell type organization and gene expression gradients with respect to striosome borders We first identified the contours for striosome borders from the spatial map of the brain section u",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
striosome,BrainCompartment,D2 Striosome MSN,http://purl.obolibrary.org/obo/CL_4030049,HRA,local,,chunk_005,6385,6394,llm_masked_pass,d gene expression gradients with respect to striosome borders We first identified the contours for striosome borders from the spatial map of the brain section using the function findcontours from the Opencv p,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
striosome compartment,BrainCompartment,anterior compartment syndrome,http://www.ebi.ac.uk/efo/EFO_1000808,EFO,local,,chunk_005,6664,6685,llm_masked_pass,nce of each cell from the contour of the nearest striosome. We set the distance of cells within the striosome compartment as positive and negative for those that are outside. Then we binned the distance into bins of size,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
somatic transcripts,SubcellularTranscriptEntity,Somatic Spine,http://ontology.neuinfo.org/NIF/BiomaterialEntities/NIF-Subcellular.owl#sao2048514053,NIFSUBCELL,local,,chunk_005,7488,7507,llm_masked_pass,"gene expression on the distance of cells from the striosomes. Computing the volume of cells using somatic transcripts: To quantify the volume of a cell, we generated a tetrahedral mesh from the point cloud formed by",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
neurons,CellType,forebrain generation of neurons,http://purl.obolibrary.org/obo/GO_0021872,PCL,local,,chunk_005,8343,8350,llm_masked_pass,rrounded by density transcript from nearby cells or their processes. Quantifying the projection of neurons using distribution of subcellular transcripts As the MERFISH imaging data is acquired on a field o,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
subcellular transcripts,SubcellularTranscriptEntity,Distribution of Subcellular Neuronal Components,http://bmkeg.isi.edu/neuDIGs#Distribution_of_Subcellular_Neuronal_Components,NEUDIGS,local,,chunk_005,8373,8396,llm_masked_pass,"from nearby cells or their processes. Quantifying the projection of neurons using distribution of subcellular transcripts As the MERFISH imaging data is acquired on a field of view by field of view basis, the decoded tra",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
neuron projection,NeuralProjection,arrested neuron projection morphogenesis,http://purl.obolibrary.org/obo/UPHENO_0019067,UPHENO,local,,chunk_005,8608,8625,llm_masked_pass,"rmation is organized separately for each FOV. For this reason, we performed the quantification of a neuron projection to a target region by aggregating the information within each FOV. For every gene in each FOV, we f",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
STRd D1 Matrix,CellType,D1 protein,http://purl.jp/bio/4/id/200906055585066279,IOBC,local,,chunk_005,8951,8965,llm_masked_pass,"rmalized them across genes and all FOVs. Next, we computed the differential gene expression between STRd D1 Matrix and STRd D2 matrix MSNs. The differential expression was quantified as a difference-in-difference:",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
STRd D2 matrix MSNs,CellType,Gene expression matrix,http://edamontology.org/data_3112,EDAM,local,,chunk_005,8970,8989,llm_masked_pass,"s genes and all FOVs. Next, we computed the differential gene expression between STRd D1 Matrix and STRd D2 matrix MSNs. The differential expression was quantified as a difference-in-difference: the deviation of STRd D1",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
extracellular transcripts,SubcellularTranscriptEntity,gene expression involved in extracellular matrix organization,http://purl.obolibrary.org/obo/GO_1901148,UPHENO,local,,chunk_005,9326,9351,llm_masked_pass,"m that mean. Finally, we quantified the projection strength as the dot product between log count of extracellular transcripts and the differential gene expression scores. A Cell types -MERFISH+ 1 cm 1 cm STRd D1 Striosome ST",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
STRd D1 Striosome,CellType,D1 protein,http://purl.jp/bio/4/id/200906055585066279,IOBC,local,,chunk_005,9431,9448,llm_masked_pass,cellular transcripts and the differential gene expression scores. A Cell types -MERFISH+ 1 cm 1 cm STRd D1 Striosome STRd D1 Matrix D1 MSN STRd D2 Striosome STRd D2 Matrix PDYN DRD1 DRD2 D2 MSN Cell types (snRNA-seq),/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
D1 MSN,CellType,cyclin D1 gene,http://purl.jp/bio/4/id/200906090035819911,IOBC,local,,chunk_005,9464,9470,llm_masked_pass,erential gene expression scores. A Cell types -MERFISH+ 1 cm 1 cm STRd D1 Striosome STRd D1 Matrix D1 MSN STRd D2 Striosome STRd D2 Matrix PDYN DRD1 DRD2 D2 MSN Cell types (snRNA-seq) Cell types (MERFISH+),/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
STRd D2 Striosome,CellType,D2 protein,http://purl.jp/bio/4/id/200906044288913670,IOBC,local,,chunk_005,9471,9488,llm_masked_pass,l gene expression scores. A Cell types -MERFISH+ 1 cm 1 cm STRd D1 Striosome STRd D1 Matrix D1 MSN STRd D2 Striosome STRd D2 Matrix PDYN DRD1 DRD2 D2 MSN Cell types (snRNA-seq) Cell types (MERFISH+) STR D1D2 Hybrid S,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
STRd D2 Matrix,CellType,D2 protein,http://purl.jp/bio/4/id/200906044288913670,IOBC,local,,chunk_005,9489,9503,llm_masked_pass,scores. A Cell types -MERFISH+ 1 cm 1 cm STRd D1 Striosome STRd D1 Matrix D1 MSN STRd D2 Striosome STRd D2 Matrix PDYN DRD1 DRD2 D2 MSN Cell types (snRNA-seq) Cell types (MERFISH+) STR D1D2 Hybrid STRv D1 NUDAP 1,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
PDYN,Gene,D1 protein,http://purl.jp/bio/4/id/200906055585066279,IOBC,local,,chunk_005,9504,9508,llm_masked_pass,types -MERFISH+ 1 cm 1 cm STRd D1 Striosome STRd D1 Matrix D1 MSN STRd D2 Striosome STRd D2 Matrix PDYN DRD1 DRD2 D2 MSN Cell types (snRNA-seq) Cell types (MERFISH+) STR D1D2 Hybrid STRv D1 NUDAP 1 STRd,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
DRD1,Gene,DRD1 gene,http://www.drugtargetontology.org/dto/DTO_02200081,DTO,local,,chunk_005,9509,9513,llm_masked_pass,s -MERFISH+ 1 cm 1 cm STRd D1 Striosome STRd D1 Matrix D1 MSN STRd D2 Striosome STRd D2 Matrix PDYN DRD1 DRD2 D2 MSN Cell types (snRNA-seq) Cell types (MERFISH+) STR D1D2 Hybrid STRv D1 NUDAP 1 STRd D2 Hy,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
DRD2,Gene,DRD2 gene c.-585A>G,http://purl.bioontology.org/ontology/LNC/LP417573-5,LOINC,local,,chunk_005,9514,9518,llm_masked_pass,RFISH+ 1 cm 1 cm STRd D1 Striosome STRd D1 Matrix D1 MSN STRd D2 Striosome STRd D2 Matrix PDYN DRD1 DRD2 D2 MSN Cell types (snRNA-seq) Cell types (MERFISH+) STR D1D2 Hybrid STRv D1 NUDAP 1 STRd D2 Hybrid,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
D2 MSN,CellType,D2 protein,http://purl.jp/bio/4/id/200906044288913670,IOBC,local,,chunk_005,9519,9525,llm_masked_pass,+ 1 cm 1 cm STRd D1 Striosome STRd D1 Matrix D1 MSN STRd D2 Striosome STRd D2 Matrix PDYN DRD1 DRD2 D2 MSN Cell types (snRNA-seq) Cell types (MERFISH+) STR D1D2 Hybrid STRv D1 NUDAP 1 STRd D2 Hybrid 2 mm 0.,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
snRNA-seq,TranscriptomicsTechnique,increased mature snRNA level,http://purl.obolibrary.org/obo/FYPO_0004206,UPHENO,local,,chunk_005,9538,9547,llm_masked_pass,Striosome STRd D1 Matrix D1 MSN STRd D2 Striosome STRd D2 Matrix PDYN DRD1 DRD2 D2 MSN Cell types (snRNA-seq) Cell types (MERFISH+) STR D1D2 Hybrid STRv D1 NUDAP 1 STRd D2 Hybrid 2 mm 0.5 mm 150 m 10 m B C D,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
STR D1D2 Hybrid,CellType,STR D2 Gaba_5 indirect pathway medium spiny neuron (Mmus),http://purl.obolibrary.org/obo/PCL_0110848,PCL,local,,chunk_005,9571,9586,llm_masked_pass,STRd D2 Striosome STRd D2 Matrix PDYN DRD1 DRD2 D2 MSN Cell types (snRNA-seq) Cell types (MERFISH+) STR D1D2 Hybrid STRv D1 NUDAP 1 STRd D2 Hybrid 2 mm 0.5 mm 150 m 10 m B C D E F G H I K 0.5 cm 1 cm GPi Core GPi Sh,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
STRv D1 NUDAP,CellType,STRv D1 MSN,http://purl.obolibrary.org/obo/CL_4030051,HRA,local,,chunk_005,9587,9600,llm_masked_pass,e STRd D2 Matrix PDYN DRD1 DRD2 D2 MSN Cell types (snRNA-seq) Cell types (MERFISH+) STR D1D2 Hybrid STRv D1 NUDAP 1 STRd D2 Hybrid 2 mm 0.5 mm 150 m 10 m B C D E F G H I K 0.5 cm 1 cm GPi Core GPi Shell 1 cm J 1 c,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
STRd D2 Hybrid,CellType,intergeneric hybrid,http://purl.jp/bio/4/id/200906041920464810,IOBC,local,,chunk_005,9603,9617,llm_masked_pass,PDYN DRD1 DRD2 D2 MSN Cell types (snRNA-seq) Cell types (MERFISH+) STR D1D2 Hybrid STRv D1 NUDAP 1 STRd D2 Hybrid 2 mm 0.5 mm 150 m 10 m B C D E F G H I K 0.5 cm 1 cm GPi Core GPi Shell 1 cm J 1 cm 0.5 cm 1 cm GPe,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
GPi Core,BrainSubdivision,GPI anchor release,http://purl.org/obo/owl/GO#GO_0006507,BIOMODELS,local,,chunk_005,9671,9679,llm_masked_pass,STR D1D2 Hybrid STRv D1 NUDAP 1 STRd D2 Hybrid 2 mm 0.5 mm 150 m 10 m B C D E F G H I K 0.5 cm 1 cm GPi Core GPi Shell 1 cm J 1 cm 0.5 cm 1 cm GPe SOX6-CTXND1 CN LHX6-GBX1 1 cm 0 100 80 60 40 20 Percent (%) M,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
GPi Shell,BrainSubdivision,GPI anchor release,http://purl.org/obo/owl/GO#GO_0006507,BIOMODELS,local,,chunk_005,9680,9689,llm_masked_pass,Hybrid STRv D1 NUDAP 1 STRd D2 Hybrid 2 mm 0.5 mm 150 m 10 m B C D E F G H I K 0.5 cm 1 cm GPi Core GPi Shell 1 cm J 1 cm 0.5 cm 1 cm GPe SOX6-CTXND1 CN LHX6-GBX1 1 cm 0 100 80 60 40 20 Percent (%) M Dopa CN G,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
GPe SOX6-CTXND1,CellType,15 cm dish,http://www.bioassayontology.org/bao#BAO_0010017,BAO,local,,chunk_005,9714,9729,llm_masked_pass,rid 2 mm 0.5 mm 150 m 10 m B C D E F G H I K 0.5 cm 1 cm GPi Core GPi Shell 1 cm J 1 cm 0.5 cm 1 cm GPe SOX6-CTXND1 CN LHX6-GBX1 1 cm 0 100 80 60 40 20 Percent (%) M Dopa CN GABA-Glut CN CGE GABA F M GABA Cx GABA Im,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
CN LHX6-GBX1,CellType,CN,http://purl.obolibrary.org/obo/OLAS_2161968,OLAS,local,,chunk_005,9730,9742,llm_masked_pass,150 m 10 m B C D E F G H I K 0.5 cm 1 cm GPi Core GPi Shell 1 cm J 1 cm 0.5 cm 1 cm GPe SOX6-CTXND1 CN LHX6-GBX1 1 cm 0 100 80 60 40 20 Percent (%) M Dopa CN GABA-Glut CN CGE GABA F M GABA Cx GABA Immune Vascular,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Dopa CN,CellType,CN,http://purl.obolibrary.org/obo/OLAS_2161968,OLAS,local,,chunk_005,9780,9787,llm_masked_pass,GPi Shell 1 cm J 1 cm 0.5 cm 1 cm GPe SOX6-CTXND1 CN LHX6-GBX1 1 cm 0 100 80 60 40 20 Percent (%) M Dopa CN GABA-Glut CN CGE GABA F M GABA Cx GABA Immune Vascular Astro-Epen OPC-Oligo CN MGE GABA CN LGE GABA,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
GABA-Glut CN,CellType,CN,http://purl.obolibrary.org/obo/OLAS_2161968,OLAS,local,,chunk_005,9788,9800,llm_masked_pass,l 1 cm J 1 cm 0.5 cm 1 cm GPe SOX6-CTXND1 CN LHX6-GBX1 1 cm 0 100 80 60 40 20 Percent (%) M Dopa CN GABA-Glut CN CGE GABA F M GABA Cx GABA Immune Vascular Astro-Epen OPC-Oligo CN MGE GABA CN LGE GABA F M Glut Maj,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
CGE GABA,CellType,GABA Plasma Membrane Transport Proteins,http://purl.jp/bio/4/id/200906011294245853,IOBC,local,,chunk_005,9801,9809,llm_masked_pass,0.5 cm 1 cm GPe SOX6-CTXND1 CN LHX6-GBX1 1 cm 0 100 80 60 40 20 Percent (%) M Dopa CN GABA-Glut CN CGE GABA F M GABA Cx GABA Immune Vascular Astro-Epen OPC-Oligo CN MGE GABA CN LGE GABA F M Glut Major cell c,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
F M GABA,CellType,GABA Plasma Membrane Transport Proteins,http://purl.jp/bio/4/id/200906011294245853,IOBC,local,,chunk_005,9810,9818,llm_masked_pass,cm GPe SOX6-CTXND1 CN LHX6-GBX1 1 cm 0 100 80 60 40 20 Percent (%) M Dopa CN GABA-Glut CN CGE GABA F M GABA Cx GABA Immune Vascular Astro-Epen OPC-Oligo CN MGE GABA CN LGE GABA F M Glut Major cell classes 10,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Cx GABA,CellType,GABA Plasma Membrane Transport Proteins,http://purl.jp/bio/4/id/200906011294245853,IOBC,local,,chunk_005,9819,9826,llm_masked_pass,OX6-CTXND1 CN LHX6-GBX1 1 cm 0 100 80 60 40 20 Percent (%) M Dopa CN GABA-Glut CN CGE GABA F M GABA Cx GABA Immune Vascular Astro-Epen OPC-Oligo CN MGE GABA CN LGE GABA F M Glut Major cell classes 100 80 60,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Astro-Epen,CellClass,GABA Plasma Membrane Transport Proteins,http://purl.jp/bio/4/id/200906011294245853,IOBC,local,,chunk_005,9843,9853,llm_masked_pass,1 cm 0 100 80 60 40 20 Percent (%) M Dopa CN GABA-Glut CN CGE GABA F M GABA Cx GABA Immune Vascular Astro-Epen OPC-Oligo CN MGE GABA CN LGE GABA F M Glut Major cell classes 100 80 60 40 20 Percent (%) STRd D2 H,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
OPC-Oligo,CellClass,GABA Plasma Membrane Transport Proteins,http://purl.jp/bio/4/id/200906011294245853,IOBC,local,,chunk_005,9854,9863,llm_masked_pass,80 60 40 20 Percent (%) M Dopa CN GABA-Glut CN CGE GABA F M GABA Cx GABA Immune Vascular Astro-Epen OPC-Oligo CN MGE GABA CN LGE GABA F M Glut Major cell classes 100 80 60 40 20 Percent (%) STRd D2 Hybrid STRv,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
CN MGE GABA,CellType,GABA Plasma Membrane Transport Proteins,http://purl.jp/bio/4/id/200906011294245853,IOBC,local,,chunk_005,9864,9875,llm_masked_pass,0 Percent (%) M Dopa CN GABA-Glut CN CGE GABA F M GABA Cx GABA Immune Vascular Astro-Epen OPC-Oligo CN MGE GABA CN LGE GABA F M Glut Major cell classes 100 80 60 40 20 Percent (%) STRd D2 Hybrid STRv D1 NUDAP ST,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
CN LGE GABA,CellType,GABA Plasma Membrane Transport Proteins,http://purl.jp/bio/4/id/200906011294245853,IOBC,local,,chunk_005,9876,9887,llm_masked_pass,) M Dopa CN GABA-Glut CN CGE GABA F M GABA Cx GABA Immune Vascular Astro-Epen OPC-Oligo CN MGE GABA CN LGE GABA F M Glut Major cell classes 100 80 60 40 20 Percent (%) STRd D2 Hybrid STRv D1 NUDAP STRv D1 STR D1,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
STRv D1,CellType,D1 protein,http://purl.jp/bio/4/id/200906055585066279,IOBC,local,,chunk_005,9959,9966,llm_masked_pass,ligo CN MGE GABA CN LGE GABA F M Glut Major cell classes 100 80 60 40 20 Percent (%) STRd D2 Hybrid STRv D1 NUDAP STRv D1 STR D1D2 Hybrid STRv D2 STRd D1 Striosome STRd D1 Matrix STRd D2 Matrix STRd D2 Strio,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
STRv D2,CellType,D2 protein,http://purl.jp/bio/4/id/200906044288913670,IOBC,local,,chunk_005,9997,10004,llm_masked_pass,Major cell classes 100 80 60 40 20 Percent (%) STRd D2 Hybrid STRv D1 NUDAP STRv D1 STR D1D2 Hybrid STRv D2 STRd D1 Striosome STRd D1 Matrix STRd D2 Matrix STRd D2 Striosome MSN cell proportions 100 80 60 40,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
GPe MEIS2-SOX6,CellType,Xanthomonas albilineans GPE PC73,http://purl.obolibrary.org/obo/NCBITaxon_380358,PLANTSO,local,,chunk_005,10150,10164,llm_masked_pass,ix STRd D2 Striosome MSN cell proportions 100 80 60 40 20 Percent (%) AP26 AP34 ALL GPe SOX6-CTXND1 GPe MEIS2-SOX6 CN LHX6-GBX1 GPin-BF Chol GPi Core GPi Shell GP cell proportions 60 Transcriptomic cell types All c,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
GPin-BF Chol,CellType,Xanthomonas albilineans GPE PC73,http://purl.obolibrary.org/obo/NCBITaxon_380358,PLANTSO,local,,chunk_005,10178,10190,llm_masked_pass,l proportions 100 80 60 40 20 Percent (%) AP26 AP34 ALL GPe SOX6-CTXND1 GPe MEIS2-SOX6 CN LHX6-GBX1 GPin-BF Chol GPi Core GPi Shell GP cell proportions 60 Transcriptomic cell types All cell types Oligo OPALIN STR,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Oligo OPALIN,CellType,NS forest marker set of Oligo OPALIN LOC103790018 M1 (Marmoset).,http://purl.obolibrary.org/obo/PCL_0020583,PCL,local,,chunk_005,10274,10286,llm_masked_pass,BX1 GPin-BF Chol GPi Core GPi Shell GP cell proportions 60 Transcriptomic cell types All cell types Oligo OPALIN STRd D1 Striosome Oligo PLEKHG1 STRd D1 Matrix GPe MEIS2-SOX6 STRd D2 Striosome GPe SOX6-CTXND1 STR,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Oligo PLEKHG1,CellType,Oligo L1-6 OPALIN middle temporal gyrus oligodendrocyte (Hsap),http://purl.obolibrary.org/obo/PCL_0023073,PCL,local,,chunk_005,10305,10318,llm_masked_pass,hell GP cell proportions 60 Transcriptomic cell types All cell types Oligo OPALIN STRd D1 Striosome Oligo PLEKHG1 STRd D1 Matrix GPe MEIS2-SOX6 STRd D2 Striosome GPe SOX6-CTXND1 STRd D2 Matrix CN LHX6-GBX1 STRv D2,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
OPC,CellType,OPC loss,http://scai.fraunhofer.de/MSOntology#OPC_loss,MSO,local,,chunk_005,10504,10507,llm_masked_pass,6-GBX1 STRv D2 GPin-BF Chol STRd D2 Hybrid GPi Core STRv D1 NUDAP GPi Shell STR D1D2 Hybrid STRv D1 OPC...... 1 2 3 4 1 2 3 4 2.5 mm AP18 AP19 AP26 AP34 ALL AP18 AP19 AP26 AP34 ALL Pearsons correlation c,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Ca,BrainRegionAbbreviation,globus pallidus degeneration,http://purl.obolibrary.org/obo/UPHENO_0074034,UPHENO,local,,chunk_005,10634,10636,llm_masked_pass,mm AP18 AP19 AP26 AP34 ALL AP18 AP19 AP26 AP34 ALL Pearsons correlation coefficient 0.0 0.2 0.4 0.6 Ca Pu NAc Ca Pu NAc Ca Pu Ca Pu GPe GPe GPi GPi STRd D1 Matrix STRd D2 Matrix STR D1D2 Hybrid STRd D1,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
